Nom,Raison sociale,SIREN,Segment,Adresse Toulouse,Gérant,Type dirigeant,Rôle,Nb établissements,Date création,SIREN holding
"ACUITIS","FHV",801049446,"Optique","CENTRE COMMERCIAL ESPACE GRAMONT 2 CHEMIN DE GABARDIE 31200 TOULOUSE","VEHIBO",morale,"Président de SAS",1,2014-03-17,884207994
"ACUITIS","ACAPI",922170089,"Optique","63 RUE DE LA POMME 31000 TOULOUSE","VEHIBO",morale,"Président de SAS",1,2022-12-09,884207994
"ALAIN AFFLELOU","COSMOPTIC",391586039,"Optique","ET 9 RUE PAUL VIDAL 12 RUE SAINT ANTOINE DU T 31000 TOULOUSE","Pierre-alexis Lacorte",physique,"Président de SAS",2,1993-05-12,
"ANNE & VALENTIN MARAIS","ANNE & VALENTIN MARAIS",810118943,"Optique","47 B RUE ADOLPHE COLL 31300 TOULOUSE","Anne Valentin (franzin)",physique,"Autre",4,2015-03-03,
"ANNE & VALENTIN TOURNEURS","ANNE & VALENTIN TOURNEURS",810117721,"Optique","47 B RUE ADOLPHE COLL 31300 TOULOUSE","V.G.I",morale,"Président de SAS",3,2015-03-03,344550876
"ANOP VISION","ANOP VISION",953627577,"Optique","13 RUE BERTHE MORISOT 31400 TOULOUSE","Amélie Cuchet (barrouillet)",physique,"Gérant",1,2023-06-19,
"ATELIER B. PHOTOGRAPHIE","ATELIER B. PHOTOGRAPHIE",447490210,"Optique","138 AVENUE DE FRONTON 31200 TOULOUSE","",,"",1,2003-02-24,
"AU COIN DES LUNETIERS","AU COIN DES LUNETIERS",815121124,"Optique","19 AVENUE DES ETATS UNIS 31200 TOULOUSE","Alban Duto (duto)",physique,"Gérant",1,2015-12-04,
"BCGA OPTIQUE","BCGA OPTIQUE",829655851,"Optique","11 RUE DU LT COL PELISSIER 31000 TOULOUSE","Lucas Guillermin",physique,"Gérant",1,2017-05-05,
"BONABRI","BONABRI",823627138,"Optique","25 AVENUE DE SAVOIE 31500 TOULOUSE","Emmanuel Chateauvieux",physique,"Président de SAS",1,2016-10-21,
"CAMILLE OPTIQUE","CAMILLE OPTIQUE",979022373,"Optique","12 RUE DES MURIERS 31500 TOULOUSE","Camille Gerard (combes-vingerhoeds)",physique,"Gérant",2,2023-09-04,
"CARALIS","CARALIS",401732839,"Optique","53 RUE DU FAUBOURG BONNEFOY 31500 TOULOUSE","Jean-christophe German",physique,"Gérant",1,1995-06-24,
"CC OPTIQUE","CC OPTIQUE",751333048,"Optique","35 AVENUE DES MINIMES 31200 TOULOUSE","Camille Neill (andre)",physique,"Gérant",1,2012-05-02,
"CGR OPTICA","CGR OPTICA",100344993,"Optique","4 ALLEE DU DOCTEUR LEJZER LUDWIK ZAMENHOF 31100 TOULOUSE","Gautier Raepsaet",physique,"Directeur Général",2,2026-01-20,
"CHATEAUVIEUX OPTICIENS CHATEAUVIEUX","LES GRANDS LUNETIERS (TOULOUSE)",392148128,"Optique","10 RUE LAPEYROUSE 31000 TOULOUSE","Emmanuel Chateauvieux (chateauvieux)",physique,"",1,1993-08-01,
"CLAIRE & FRANCOIS OPTIQUE","CLAIRE ET FRANCOIS OPTIQUE",538103953,"Optique","6 RUE DU SALE 31000 TOULOUSE","Claire Contie",physique,"Président de SAS",2,2011-12-10,
"CLUK OPTIC","CLUK OPTIC",478475791,"Optique","29 RUE DE METZ 31000 TOULOUSE","Jean Fabre",physique,"Gérant",1,2004-09-06,
"COLLIAUX","COLLIAUX",340791383,"Optique","47 B RUE ADOLPHE COLL 31300 TOULOUSE","V.G.I",morale,"Président de SAS",3,1987-03-27,344550876
"CONTACT OPTIQUE","CONTACT OPTIQUE",304603327,"Optique","47 B RUE ADOLPHE COLL 31300 TOULOUSE","V.G.I",morale,"Président de SAS",2,1974-01-01,344550876
"CONTACT'O","CONTACT'O",819580259,"Optique","20 RUE OZENNE 31000 TOULOUSE","Benedicte Faucher",physique,"Président de SAS",1,2016-05-02,
"CRISTAL OPTIQUE","CRISTAL OPTIQUE",413185364,"Optique","CCIAL LE CLOS JACQUIN RUE DU GENERAL GIRAUD 31200 TOULOUSE","Matthieu Colomb",physique,"Gérant",1,1997-07-28,
"DAMIEN-OPTICIENS","DAMIEN-OPTICIENS",485354989,"Optique","47 B RUE ADOLPHE COLL 31300 TOULOUSE","Laura Ratsimba (bataille)",physique,"Directeur Général",2,2005-11-01,
"DES BINOCLES.FR","DES BINOCLES.FR",814517793,"Optique","BATIMENT A - APPARTEMENT 42 2 RUE CAMILLE CLAUDEL 31100 TOULOUSE","Julien Filoche",physique,"Gérant",2,2015-10-22,
"EBBAL. E.","EBBAL. E.",802932475,"Optique","22 RUE D'HYERES 31500 TOULOUSE","",,"",1,2014-06-12,
"EDMOND","EDMOND",905229498,"Optique","34 RUE DU REMPART SAINT ETIENNE 31000 TOULOUSE","MAX OPTIC",morale,"Président de SAS",1,2021-11-16,452349129
"ENTRE VUES","BONAVENTURE",493635403,"Optique","17 PLACE DU SALIN 31000 TOULOUSE","Stephanie Lasmolles-defreyn (lasmolles)",physique,"Gérant",1,2006-12-18,
"ESTELLE JOURDAIN","",918619214,"Optique","BAT A, APT 13 6 CHEMINEMENT DU DOCTEUR DIDIER DASQUE 31400 TOULOUSE","Estelle Jourdain",physique,"",1,2022-08-26,
"EURL ESPACE OPTIQUE BONNEFOY","EURL ESPACE OPTIQUE BONNEFOY",484167192,"Optique","21 RUE DU FAUBOURG BONNEFOY 31500 TOULOUSE","Alain Abecassis",physique,"Gérant",1,2005-09-01,
"EURL OPTIQUE CAYRET","EURL OPTIQUE CAYRET",423501303,"Optique","57 AVENUE DES MINIMES 31200 TOULOUSE","Olivier Cayret",physique,"Gérant",1,1999-06-17,
"EVAIN OPTIC","EVAIN OPTIC",449954882,"Optique","75 RUE D'ALSACE LORRAINE 31000 TOULOUSE","Berangere Evain (evain)",physique,"Gérant",3,2003-09-01,
"FANCY TOULOUSE","FANCY TOULOUSE",987567203,"Optique","12 RUE SAINT ROME 31000 TOULOUSE","FANCY FRANCE",morale,"",1,2024-03-05,921007092
"FB OPTIQUE","FB OPTIQUE",491647574,"Optique","148 AVENUE DES MINIMES 31200 TOULOUSE","Francois Fauvel",physique,"Gérant",1,2006-09-01,
"FLORIAN BRUN","",912641768,"Optique","APPT. 7 ETG. 2 24 RUE AUGUSTE GRANIER 31000 TOULOUSE","Florian Brun",physique,"",1,2022-03-01,
"GLORIEUX LUNETIERS","JHD LUNETIERS",847599420,"Optique","34 RUE DU LANGUEDOC 31000 TOULOUSE","Herve Daudon",physique,"Gérant",1,2019-01-14,
"GRANDIR A VUE D'OEIL","AD OPTIC",453993172,"Optique","26 RUE DE METZ 31000 TOULOUSE","Arnaud Dessalle",physique,"Gérant",2,2004-06-14,
"GUILLAUME BESNARD","",513576421,"Optique","BAT B APPT 25 9 CHEMIN DE DARDAGNA 31400 TOULOUSE","Guillaume Besnard",physique,"",1,2009-07-10,
"HOVALA","HOVALA",921590782,"Optique","47 B RUE ADOLPHE COLL 31300 TOULOUSE","Laura Ratsimba (bataille)",physique,"Directeur Général",1,2022-11-21,
"IMAGIN OPTIQUE","MOLOKO",840599690,"Optique","18 RUE DES PUITS CLOS 31000 TOULOUSE","Lucie Chalvignac-lesurf (lesurf)",physique,"Gérant",1,2018-01-20,
"KAIS","KAIS",514193275,"Optique","301 ROUTE DE SEYSSES 31100 TOULOUSE","Elvis Dessaint",physique,"Président de SAS",1,2009-08-06,
"KRAIEM LAMAIZ","KRAIEM LAMAIZ",847640588,"Optique","19 PLACE DES PRADETTES 31100 TOULOUSE","Abdelhak Kraiem",physique,"Gérant",2,2019-01-07,
"KRYS OPTIQUE","TOULOUSE VISION",810335802,"Optique","ZAC BORDEROUGE GAL MCHANDE CC CARREFOU 33 BOULEVARD ANDRE NETWILLER 31200 TOULOUSE","D.O.C",morale,"Président de SAS",4,2015-03-09,393520929
"L'ATELIER DE LA LUNETTE","L'ATELIER DE LA LUNETTE",911131282,"Optique","RESIDENCE DE TIBAOUS 19 RUE JEAN WEBER 31100 TOULOUSE","Sofia Ben bahou",physique,"Gérant",1,2022-07-20,
"L'OPTICIANNE","L'OPTICIANNE",434479200,"Optique","135 RUE HENRI DESBALS 31100 TOULOUSE","Anne Sabathe (travnikar)",physique,"Président de SAS",1,2001-02-01,
"L'OPTICIEN","SARL DUAM",789195575,"Optique","16 RUE DES TOURNEURS 31000 TOULOUSE","Maud Heran",physique,"Gérant",1,2012-11-17,
"L'OPTICIEN QUI BOUGE","L'OPTICIEN QUI BOUGE",792243735,"Optique","158 AVENUE DE LA GLOIRE 31500 TOULOUSE","Pierre Tisseau",physique,"Directeur Général",1,2013-04-01,
"L'OPTICIEN QUI BOUGE","EURL OPTICLEM",829101062,"Optique","250 AVENUE DE MURET 31300 TOULOUSE","Clemence Chatainier",physique,"Gérant",1,2017-05-02,
"LE COMPTOIR DE L'OPTIQUE","DOMINIQUE-MICHEL & JUSTIN OPTIQUE",813489507,"Optique","44 RUE DES TOURNEURS 31000 TOULOUSE","Lucas Guillermin",physique,"Gérant",1,2015-09-07,
"LEROY BRINGER","LEROY BRINGER",333953917,"Optique","11 RUE DE METZ 31000 TOULOUSE","Guillaume Leroy",physique,"Président de SAS",1,1985-09-01,
"LES BINOCLES TOULOUSAINES","LES BINOCLES TOULOUSAINES",899399695,"Optique","12 RUE GABRIEL PERI 31000 TOULOUSE","Philippe Escaich",physique,"Président de SAS",1,2021-05-10,
"LES LUNETTES TOULOUSAINES A DOMICILE","LES LUNETTES TOULOUSAINES A DOMICILE",905197729,"Optique","21 RUE DES PAVOTS 31200 TOULOUSE","Caroline Targett (pelisson)",physique,"Gérant",1,2021-11-08,
"LOJO","LOJO",982720153,"Optique","15 RUE DU REMPART SAINT ETIENNE 31000 TOULOUSE","Laurène Gaulin",physique,"Gérant",1,2023-11-22,
"LOUIS MANVER LUNETIER","LOUIS MANVER LUNETIER",513309153,"Optique","29 RUE DES FILATIERS 31000 TOULOUSE","Louis Mantecon vernalte",physique,"Gérant",1,2009-06-24,
"LOUIS RICHERMO LUNETIER","LRCD",809537244,"Optique","16 ROUTE DE BLAGNAC 31200 TOULOUSE","Louis Richermo",physique,"Gérant",1,2015-02-11,
"LUTZ OTICA","LUTZ OTICA",504356338,"Optique","82 CHEMIN DE BASSO CAMBO 31100 TOULOUSE","William Delgado",physique,"Président de SAS",1,2008-05-22,
"LYNX OPTIQUE","KRYS GROUP SERVICES EXPANSION",325061844,"Optique","CENTRE COMMERCIAL ESPACE ST GEORGES 51 B RUE DU REMPART SAINT ETIENNE 31000 TOULOUSE","Patrice Camacho",physique,"Directeur Général",3,1982-07-01,
"M.S.OPTIQUE","M.S.OPTIQUE",424291268,"Optique","4 RUE D'ALSACE LORRAINE 31000 TOULOUSE","Jerome Demas",physique,"Gérant",1,1999-09-15,
"MAISON DESIEUX OPTICIENS","MAISON DESIEUX",499084127,"Optique","14 RUE BACHELIER 31000 TOULOUSE","",,"",1,2007-08-16,
"MAX OPTIC","MAX OPTIC",452349129,"Optique","45 RUE BOULBONNE 31000 TOULOUSE","Maxime Levy",physique,"Gérant",3,2004-04-01,
"MCD OPTIQUE","MCD OPTIQUE",878827617,"Optique","44 AVENUE DES MINIMES 31200 TOULOUSE","Jean-claude Da costa gomes",physique,"Président de SAS",1,2019-11-07,
"MINIMES OPTIQUE","ROLLAND",500083068,"Optique","93 AVENUE DES MINIMES 31200 TOULOUSE","",,"",1,2007-09-20,
"MISP BV","MISP BV",821354313,"Optique","40 RUE D'ALSACE LORRAINE 31000 TOULOUSE","Pauline Cousseau",physique,"Autre",5,2016-06-27,
"MJ LABRUNE","MJ LABRUNE",477637391,"Optique","53 RUE DU FAUBOURG BONNEFOY 31500 TOULOUSE","FRAVER HOLDING",morale,"Président de SAS",1,2004-07-01,531696680
"MOD'OPTIC","MOD'OPTIC",339411415,"Optique","52 GRANDE-RUE SAINT MICHEL 31400 TOULOUSE","Anne-laure Henry",physique,"Gérant",1,1986-03-01,
"MONIQUE + MARCEL","MONIQUE ET MARCEL",952459782,"Optique","4 RUE GENTY MAGRE 31000 TOULOUSE","Aurore Perrot (bede)",physique,"Président de SAS",1,2023-05-01,
"MR2H","MR2H",953052602,"Optique","8 BOULEVARD LAZARE CARNOT 31000 TOULOUSE","Mohamed Hamdi",physique,"Président de SAS",1,2023-06-01,
"NEW OPTICA","NEW OPTICA",432251841,"Optique","24 AVENUE ETIENNE BILLIERES 31300 TOULOUSE","FRAVER HOLDING",morale,"Président de SAS",5,2000-07-01,531696680
"NOVA VISION","LES OPTICIENS DE LARDENNE",809851363,"Optique","251 AVENUE DE LARDENNE 31100 TOULOUSE","Thibault Delhom",physique,"Gérant",1,2015-02-23,
"NTLG LESCURE (GENERALE D'OPTIQUE)","NTLG LESCURE",915321483,"Optique","196 AVENUE DE CASTRES 31500 TOULOUSE","Loic Ginoux",physique,"Gérant",1,2022-07-06,
"NTLG SEQUESTRE","NTLG SEQUESTRE",915329155,"Optique","196 AVENUE DE CASTRES 31500 TOULOUSE","Loic Ginoux",physique,"Gérant",1,2022-07-06,
"NTLG SEYSSES","NTLG SEYSSES",991702630,"Optique","196 AVENUE DE CASTRES 31500 TOULOUSE","Loic Ginoux",physique,"Gérant",1,2025-10-01,
"OBC","OPTIC BUSINESS CLUB",530675198,"Optique","CENTRE D'AFFAIRES COMPANS 30 BOULEVARD MARECHAL LECLERC 31000 TOULOUSE","",,"",1,2011-02-21,
"OKKIO","OKKIO",801496787,"Optique","16 PASSAGE GUY SERRA 31100 TOULOUSE","Rachel Salvadori",physique,"Président de SAS",2,2014-04-03,
"OL'OPTIC","OL'OPTIC",452882525,"Optique","1 PLACE ANTONIN FROIDURE 31200 TOULOUSE","Thierry Lavat",physique,"Gérant",1,2004-03-19,
"OLB","OLB",841004864,"Optique","47 B RUE ADOLPHE COLL 31300 TOULOUSE","V.G.I",morale,"Président de SAS",2,2018-07-11,344550876
"OLIVIER NARDIN OPTIQUE","OLIVIER NARDIN OPTIQUE",753217140,"Optique","20 RUE DE LA COLOMBETTE 31000 TOULOUSE","Olivier Nardin",physique,"Gérant",1,2012-08-02,
"OLM","OLM",504132051,"Optique","19 AVENUE ETIENNE BILLIERES 31300 TOULOUSE","Herve Le moigne",physique,"Gérant",1,2008-05-06,
"OPTA VISION","RBSO SARL",433188174,"Optique","46 AVENUE DE GRANDE BRETAGNE 31300 TOULOUSE","Stephane Rieu beillan",physique,"Gérant",1,2000-10-16,
"OPTIC ABARET","OPTIC ABARET",493136519,"Optique","39 BOULEVARD DE STRASBOURG 31000 TOULOUSE","Lionel Faure",physique,"Gérant",1,2006-11-30,
"OPTIC DU CAP","R.E.J.L OPTIQUE",502251531,"Optique","5 RUE LAFAYETTE 31000 TOULOUSE","Akil Manjoo",physique,"Directeur général délégué",1,2008-01-08,
"OPTIC'CROIX DE PIERRE","SMS OPTIQUE",887859346,"Optique","134 AVENUE DE MURET 31300 TOULOUSE","Sabine Salgues (marcel)",physique,"Gérant",1,2020-07-22,
"OPTICAL FACTORY","MT LUNETTES",921992616,"Optique","1 RUE DES CHANGES 31000 TOULOUSE","Pascal Manchec",physique,"Gérant",1,2022-12-05,
"OPTICALLI","OPTICALLI",660800707,"Optique","1 RUE DES LOIS 31000 TOULOUSE","HOLDING PHILIPPE INVESTISSEMENT",morale,"",1,1966-01-01,533909719
"OPTIQUE  SYMPA","SARL OPTIKAM",326909934,"Optique","19 PLACE DES PRADETTES 31100 TOULOUSE","Myriam De mejanes (budowski)",physique,"Gérant",1,1983-04-01,
"OPTIQUE AUSTERLITZ","SARL OPTIQUE AUSTERLITZ",523928174,"Optique","5 RUE D'AUSTERLITZ 31000 TOULOUSE","Charlene Biau",physique,"Gérant",1,2010-07-22,
"OPTIQUE DE LA HALLE AUX GRAINS","MATTIM",792329195,"Optique","HALLE AUX GRAINS 8 PL DUPUY 31000 TOULOUSE","Joel Bourlet",physique,"Président de SAS",1,2013-04-05,
"OPTIQUE DE LARDENNE","LADORE",418349122,"Optique","2 T ALLEE DU DOCTEUR LEJZER LUDWIK ZAMENHOF 31100 TOULOUSE","Nathalie Latscha (dore)",physique,"Gérant",1,1998-03-30,
"OPTIQUE DES ARTS","OPTIQUE DES ARTS",822873964,"Optique","9 RUE DES ARTS 31000 TOULOUSE","Dorothee Escudie (duboureau)",physique,"Gérant",1,2016-09-23,
"OPTIQUE DES DEMOISELLES","OPTIQUE DES DEMOISELLES",910352046,"Optique","4 AVENUE ANTOINE DE SAINT EXUPERY 31400 TOULOUSE","Jeremie Pasturel",physique,"Gérant",1,2022-02-07,
"OPTIQUE DES MINIMES","L2A OPTIQUE",917588386,"Optique","94 B AVENUE DES MINIMES 31200 TOULOUSE","MINORA HOLDING",morale,"Président de SAS",1,2022-07-18,533156998
"OPTIQUE DES PONTS JUMEAUX","OPTIQUE DES PONTS JUMEAUX",530921824,"Optique","VILLA D'ESTE 46 BOULEVARD DE SUISSE 31200 TOULOUSE","Julien Regis",physique,"Président de SAS",1,2011-03-10,
"OPTIQUE DES PRADETTES","OPTIQUE C. P. LEFORT",792948697,"Optique","19 PLACE DES PRADETTES 31100 TOULOUSE","Claire Lefort",physique,"Gérant",1,2013-04-25,
"OPTIQUE DU PALAIS","FREE OPTIQUE",802316786,"Optique","5 PL LAFOURCADE 31000 TOULOUSE","Ali Dellal",physique,"Gérant",1,2014-05-14,
"OPTIQUE ET COULEURS","OPTIQUE ET COULEURS",498325992,"Optique","65 ALLEE DE BELLEFONTAINE 31100 TOULOUSE","Mohamed Kourdane",physique,"Gérant",1,2007-09-05,
"OPTIQUE FIRMIS","OPTIQUE FIRMIS",439758038,"Optique","11 RUE DES ROSES 31500 TOULOUSE","Patrice Andrieu",physique,"Gérant",2,2001-09-29,
"OPTIQUE JEAN JAURES","BIN'OCLE",499015501,"Optique","76 ALLEES JEAN JAURES 31000 TOULOUSE","Jean-christophe Mopty",physique,"Gérant",1,2007-07-01,
"OPTIQUE LAFAYETTE","OPTIQUE LAFAYETTE",443047964,"Optique","30 RUE DE METZ 31000 TOULOUSE","HYGIE31 HOLDING",morale,"Président de SAS",2,2002-08-08,917974388
"OPTIQUE LAFAYETTE DE LA VACHE","",444447312,"Optique","ENSEMBLE COMMERCIAL INTERMARCHE 138 AVENUE DE FRONTON 31200 TOULOUSE","Katell Jallet",physique,"",1,2003-01-02,
"OPTIQUE LUNA","OPTIQUE LUNA",941803587,"Optique","9 CHEMIN DES ETROITS 31400 TOULOUSE","Fathia Ben abdallah",physique,"Président de SAS",2,2025-03-07,
"OPTIQUE MEDAR","OPTIQUE MEDAR",710802950,"Optique","1 PLACE DU CAPITOLE 31000 TOULOUSE","Pierre Gassier",physique,"Gérant",2,1966-01-01,
"OPTIQUE REBECCA EYES","REBECCA EYES",513071910,"Optique","54 B RUE D'ALSACE LORRAINE 31000 TOULOUSE","Severine Magoariec (birs)",physique,"Président de SAS",1,2009-06-09,
"OPTIQUE REMUSAT","PAUL ET CHLOE VISION",804962645,"Optique","7 RUE DE REMUSAT 31000 TOULOUSE","Geraldine Freynet (tremont)",physique,"Autre",1,2014-10-03,
"OPTIQUE ROSERAIE","SARL OPTIQUE DE LA ROSERAIE",499786812,"Optique","35 ROUTE D'AGDE 31100 TOULOUSE","Quentin Bayet",physique,"Gérant",1,2007-09-04,
"OPTIQUE ROUAIX","LABOPTIQUE",539613117,"Optique","1 PLACE ROUAIX 31000 TOULOUSE","Julien Grandchamp de cueille",physique,"Gérant",1,2012-01-27,
"OPTIQUE SAINT AGNE","OPTIQUE SAINT AGNE",440464386,"Optique","39 AVENUE DE L'URSS 31400 TOULOUSE","MC INVEST",morale,"Président de SAS",1,2002-01-01,880371067
"OPTIQUE SAINT MARTIN","OPTIQUE SAINT MARTIN",907829907,"Optique","167 ROUTE DE BAYONNE 31300 TOULOUSE","Josselin Villey",physique,"Président de SAS",1,2021-11-01,
"OPTIQUE VALES","OPTIQUE VALES",312826639,"Optique","29 RUE BOULBONNE 31000 TOULOUSE","Jacques Vales",physique,"Gérant",3,1963-01-01,
"ORIGINE","BAYARD OPTIQUE",908447600,"Optique","12 RUE DE BAYARD 31000 TOULOUSE","Marcus Ali",physique,"Gérant",1,2022-01-02,
"OURY DEVELOPPEMENT","OURY DEVELOPPEMENT",933748022,"Optique","15 RUE BRASCASSAT 31100 TOULOUSE","Jean-philippe Aznar",physique,"Président de SAS",1,2024-09-23,
"POL & FABER OPTICIENS","LUNETTERIE DS",877701771,"Optique","134 AVENUE JEAN RIEUX 31500 TOULOUSE","Jean-philippe Molina",physique,"Directeur Général",1,2019-09-27,
"POM'OPTIQUE","POM'OPTIQUE",451265615,"Optique","5 RUE DE LA POMME 31000 TOULOUSE","Virginie Poitevin",physique,"Gérant",1,2003-12-18,
"RH OPTIQUE","RH OPTIQUE",503862245,"Optique","5 RUE VIGUERIE 31300 TOULOUSE","Raymond Haesmans",physique,"Gérant et associé indéfiniment responsable",4,2008-09-06,
"RIQUIER OPTIQUE","RIQUIER OPTIQUE",513632588,"Optique","62 AVENUE CAMILLE PUJOL 31500 TOULOUSE","Benjamin Riquier",physique,"Gérant",1,2009-08-10,
"SAINT CYPRIEN OPTIQUE","SAINT CYPRIEN OPTIQUE",941641714,"Optique","1 AVENUE ETIENNE BILLIERES 31300 TOULOUSE","Charles Crueghe",physique,"Président de SAS",1,2025-02-28,
"SAINT GEORGES CONTACT","SAINT GEORGES CONTACT",344886122,"Optique","GALERIE WINDSOR 2 RUE PAUL MERIEL 31000 TOULOUSE","Astrid Pellizzari",physique,"Directeur Général",1,1988-05-16,
"SARL CARTOUCH'OPTIC","SARL CARTOUCH'OPTIC",891829053,"Optique","ILOT 3.1 - ZAC DE LA CARTOUCHERIE 101 AVENUE DE GRANDE BRETAGNE 31300 TOULOUSE","Benoit Gers (gers)",physique,"Gérant",1,2020-12-07,
"SARL D'EXPLOITATION VOG OPTIQUE","SARL D'EXPLOITATION VOG OPTIQUE",339497141,"Optique","20 RUE DE LA COLOMBETTE 31000 TOULOUSE","Monique Lozzia (laugier)",physique,"Liquidateur",1,1986-10-01,
"SARL FJL'EYES","SARL FJL'EYES",451293443,"Optique","BASSO CAMBO CENTRE CO. GEA PLACE EDOUARD BOUILLIERE 31100 TOULOUSE","Fabrice Ailloud",physique,"Gérant",1,2004-04-01,
"SARL LUCIEN OPTICIEN","SARL LUCIEN OPTICIEN",390501344,"Optique","39 BOULEVARD DE STRASBOURG 31000 TOULOUSE","Henri Ben soussan",physique,"Gérant",1,1993-01-01,
"SARL OPTIQUE BERNARD DANDIEU","SARL OPTIQUE BERNARD DANDIEU",332050863,"Optique","5 RUE J F KENNEDY 31000 TOULOUSE","Bernard Dandieu",physique,"Gérant",3,1984-11-01,
"SARL OPTIQUE DU VERNET","SARL OPTIQUE DU VERNET",408036796,"Optique","160 GRANDE-RUE SAINT MICHEL 31400 TOULOUSE","Alexandre Coutant",physique,"Gérant",1,1996-05-01,
"SEE OPTIQUE PERIGNON","SEE OPTIQUE PERIGNON",409427994,"Optique","65 AVENUE CAMILLE PUJOL 31500 TOULOUSE","Marion Bentata (bentata)",physique,"Gérant",1,1996-10-04,
"SUD OUEST VISION","SUD OUEST VISION",391096278,"Optique","PARC DE LA PALINE-TERSUD 5 AVENUE MARCEL DASSAULT 31500 TOULOUSE","HOLDING STD",morale,"Président de SAS",1,1993-05-03,921539060
"SUN-KISS","SUN-KISS",830473963,"Optique","24 RUE DU SENECHAL 31000 TOULOUSE","Philippe Meric",physique,"Gérant",1,2017-05-16,
"SYLVIE REDONNET (DUHEM)","",825122666,"Optique","18 CHEMIN DE SALIERES 31200 TOULOUSE","Sylvie Redonnet (duhem)",physique,"",1,2017-02-07,
"THOMAS LUNETIER","TBL 12",992896167,"Optique","63 CHEMIN DE BASSO CAMBO 31100 TOULOUSE","Thomas Biscaye",physique,"Président de SAS",1,2025-10-17,
"VE 41","VE 41",438303877,"Optique","41 AVENUE DE L'URSS 31400 TOULOUSE","Vincent Di guiseppe",physique,"Gérant",2,2001-06-26,
"VERGNES OPTIC","VERGNES OPTIC",449436906,"Optique","26 RUE SAINT ANTOINE DU T 31000 TOULOUSE","Elisabeth Poyet (vergnes)",physique,"Gérant",1,2003-08-01,
"VISION LC","VISION LC",930657689,"Optique","2 BOULEVARD D'ARCOLE 31000 TOULOUSE","Lévi Cabrion",physique,"Gérant",1,2024-07-01,
"VISION PLUS","ZBE OPTIC",538370032,"Optique","CENTRE COMMERCIAL ESPACE ST GEORGES 51 B RUE DU REMPART SAINT ETIENNE 31000 TOULOUSE","Laura Brasseur",physique,"Gérant",1,2011-12-01,
"VISION PLUS","M-J CREATION",799633060,"Optique","10 RUE SAINT PANTALEON 31000 TOULOUSE","Mathilde Portes",physique,"Gérant",1,2013-12-26,
"VISION PLUS","SYNOPTIQUE",500568167,"Optique","52 AVENUE DE LOMBEZ 31300 TOULOUSE","Marine Mesquida",physique,"Gérant",1,2007-09-20,
"VISTAVISION","VISTAVISION",503718983,"Optique","16 RUE SOPHIE SCHOLL 31100 TOULOUSE","Laurence Tarisse (humbert)",physique,"Gérant",2,2008-09-01,
"A2P","AVENTURE PAINTBALL PARK",434545877,"Sport","5 RUE PIERRE CAZENEUVE 31200 TOULOUSE","Vivian Bes",physique,"Gérant",4,2001-02-03,
"ALLBRO'S","ALLBRO'S",520812348,"Sport","APPT E 109 35 RUE EDMOND ROSTAND 31200 TOULOUSE","Timothe Bourgeois",physique,"Gérant",2,2010-03-02,
"ANETO TOULOUSE","ANETO TOULOUSE",812227460,"Sport","118 ROUTE D'ESPAGNE 31100 TOULOUSE","Catherine Salgues (verdie)",physique,"Président de SAS",1,2015-07-01,
"ANNA","ANNA",953365806,"Sport","9 AVENUE DE LA MARCAISSONNE 31400 TOULOUSE","Pierre Canovas",physique,"Gérant",1,2023-06-01,
"ANY DANSE","FREED OF LONDON PARIS",393744750,"Sport","15 PLACE DU CAPITOLE 31000 TOULOUSE","Osamu Suzuki",physique,"Président de SAS",1,1994-01-25,
"ARCHERIE 31","ARCHERIE 31",483428041,"Sport","3 RUE GUILLAUME IBOS 31200 TOULOUSE","",,"",1,2005-07-01,
"ARMURERIE BARRAUD","ARMURERIE BARRAUD",401784376,"Sport","45 RUE PHARAON 31000 TOULOUSE","Olivier Barraud (barraud)",physique,"",1,1995-07-24,
"ATELIER CYCLE","MECANICYCLE",882113251,"Sport","47 AVENUE DE GRANDE BRETAGNE 31300 TOULOUSE","Camille Chalain",physique,"Gérant",1,2020-01-01,
"ATELIER KELBO VELO","ATELIER KELBO VELO",830579553,"Sport","170 AVENUE ANTOINE DE SAINT EXUPERY 31400 TOULOUSE","Benoit Tovar",physique,"Président de SAS",1,2017-06-27,
"ATS (ATS)","ATS",448694851,"Sport","190 AVENUE ANTOINE DE SAINT EXUPERY 31400 TOULOUSE","",,"",4,2003-06-01,
"B'-CYCLE","",820078335,"Sport","35 RUE CONDEAU 31200 TOULOUSE","Berenger Grillet",physique,"",1,2016-06-06,
"BANG BANG STORE","N1CONCEPT",982401796,"Sport","1 PLACE DE LA CHARTE DES LIBERTES COMMUNALES 31100 TOULOUSE","Nicolas Le petitcorps",physique,"Président de SAS",1,2023-12-05,
"BIBIBIKE","",820683571,"Sport","MAGASIN BIBIBIKE 88 ROUTE DE NARBONNE 31400 TOULOUSE","Ruben Pereira castro",physique,"",1,2016-07-01,
"BREAKING BIKES SARL","BREAKING BIKES SARL",987492626,"Sport","77 ALLEE DE BRIENNE 31000 TOULOUSE","Edouard Lagier",physique,"Gérant",2,2024-03-01,
